n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
4096,0.900000,0.001000,76557,91422,0.017913,0.000000,172042500.000000,477.962217,2092215.586265,246.214259,22509400.000000,4061503.194221,194551900.000000,540.497013,1850148.983382,0.131218,0.162468
4096,0.950000,0.010000,102987,117977,0.018772,0.000000,172042500.000000,477.962217,2092215.586265,136.566449,16111700.000000,7322442.696922,188154200.000000,522.723156,1913058.544534,0.117683,0.148933
4096,0.950000,0.050000,102987,117977,0.059026,0.000000,172042500.000000,477.962217,2092215.586265,111.322546,13133500.000000,8982906.308296,185176000.000000,514.449229,1943826.413790,0.076553,0.107803
4096,0.950000,0.100000,102987,117977,0.110582,0.000000,172042500.000000,477.962217,2092215.586265,100.878137,11901300.000000,9912950.686060,183943800.000000,511.025976,1956847.689349,0.058846,0.090096
4096,0.950000,0.200000,102987,117977,0.215414,0.000000,172042500.000000,477.962217,2092215.586265,94.845605,11189600.000000,10543451.061700,183232100.000000,509.048757,1964448.369036,0.041130,0.072380
4096,0.950000,0.001000,102987,117977,0.009716,0.000000,172042500.000000,477.962217,2092215.586265,179.851157,21218300.000000,5560153.263928,193260800.000000,536.910126,1862509.106865,0.176521,0.207771
4096,0.990000,0.010000,164966,180055,0.012889,0.000000,172042500.000000,477.962217,2092215.586265,137.509650,24759300.000000,7272216.904355,196801800.000000,546.747604,1828997.499007,0.188499,0.219749
4096,0.990000,0.050000,164966,180055,0.052945,0.000000,172042500.000000,477.962217,2092215.586265,122.713060,22095100.000000,8149091.880100,194137600.000000,539.346020,1854097.300059,0.122620,0.153870
4096,0.990000,0.100000,164966,180055,0.105757,0.000000,172042500.000000,477.962217,2092215.586265,100.453750,18087200.000000,9954829.934982,190129700.000000,528.211418,1893181.338844,0.094254,0.125504
4096,0.990000,0.200000,164966,180055,0.210787,0.000000,172042500.000000,477.962217,2092215.586265,112.823304,20314400.000000,8863417.083448,192356900.000000,534.398944,1871261.181689,0.065880,0.097130
