n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
2048,0.990000,0.200000,265924,281035,0.211382,0.000000,9035646300.000000,25102.503959,39836.663372,266.871386,75000200.000000,3747123.341004,9110646500.000000,25310.866787,39508.722021,0.106194,0.121819
2048,0.990000,0.001000,265924,281035,0.002446,0.000000,9035646300.000000,25102.503959,39836.663372,319.377658,89756300.000000,3131089.405423,9125402600.000000,25351.861647,39444.835015,0.455780,0.471405
4096,0.500000,0.010000,20060,33976,0.090092,0.000000,9056608300.000000,25160.739825,39744.459303,270.070049,9175900.000000,3702743.055177,9065784200.000000,25186.231977,39704.232095,0.022926,0.054176
4096,0.500000,0.050000,20060,33976,0.127768,0.000000,9056608300.000000,25160.739825,39744.459303,255.895338,8694300.000000,3907847.670313,9065302600.000000,25184.894013,39706.341408,0.014915,0.046165
4096,0.500000,0.100000,20060,33976,0.171723,0.000000,9056608300.000000,25160.739825,39744.459303,254.411938,8643900.000000,3930633.163271,9065252200.000000,25184.753994,39706.562163,0.011467,0.042717
4096,0.500000,0.200000,20060,33976,0.277018,0.000000,9056608300.000000,25160.739825,39744.459303,242.945020,8254300.000000,4116157.639049,9064862600.000000,25183.671621,39708.268717,0.008011,0.039261
4096,0.500000,0.001000,20060,33976,0.080970,0.000000,9056608300.000000,25160.739825,39744.459303,285.751707,9708700.000000,3499541.648212,9066317000.000000,25187.712182,39701.898797,0.034386,0.065636
4096,0.600000,0.010000,28150,42362,0.069271,0.000000,9056608300.000000,25160.739825,39744.459303,277.090317,11738100.000000,3608931.598811,9068346400.000000,25193.350188,39693.013933,0.032166,0.063416
4096,0.600000,0.050000,28150,42362,0.106550,0.000000,9056608300.000000,25160.739825,39744.459303,255.587555,10827200.000000,3912553.568790,9067435500.000000,25190.819558,39697.001429,0.020927,0.052177
4096,0.600000,0.100000,28150,42362,0.153150,0.000000,9056608300.000000,25160.739825,39744.459303,251.147255,10639100.000000,3981727.777726,9067247400.000000,25190.296986,39697.824943,0.016083,0.047333
4096,0.600000,0.200000,28150,42362,0.260824,0.000000,9056608300.000000,25160.739825,39744.459303,239.955621,10165000.000000,4167437.284801,9066773300.000000,25188.979858,39699.900735,0.011246,0.042496
4096,0.600000,0.001000,28150,42362,0.061604,0.000000,9056608300.000000,25160.739825,39744.459303,286.879751,12152800.000000,3485781.054572,9068761100.000000,25194.502292,39691.198834,0.048248,0.079498
4096,0.700000,0.010000,39678,54131,0.053209,0.000000,9056608300.000000,25160.739825,39744.459303,279.457243,15127300.000000,3578364.942852,9071735600.000000,25202.765940,39678.184624,0.045341,0.076591
